id	generation	major_rev	owned_by_id	name	item_number	classification	description
F43182EEABD24A73A25BBB0CDDF91AE2	1	A	DBA5D86402BF43D5976854B8B48FCDD1	SD Card	MP2977	Component	
F4DA6D26838A40F4B0AB154A4288488B	2	B	DBA5D86402BF43D5976854B8B48FCDD1	Body Panels	MP2941	Assembly	
F7AB76D5EB174CF1A5A5FF3C73401B59	1	A	DBA5D86402BF43D5976854B8B48FCDD1	M3x31 Socket Cap Bolt	MP0370-007	Component	
F93F5E37E7684A8EB9A9655CFE576CEA	1	A	DBA5D86402BF43D5976854B8B48FCDD1	Capacitor .22 uF	MP3422	Component	.22  uF, Y5V, -19.2%, 50V SMT
FA546E6127744313BD124C84763972A2	2	A	DBA5D86402BF43D5976854B8B48FCDD1	Acrylic Side Cover	MP2937	Component	
280561933070408F9877B400604CCCAB	1	A	DBA5D86402BF43D5976854B8B48FCDD1	Filament	MP4000	Component	
FB0CB50C7C364AD8A692F6B2FF0EA76B	1	B	DBA5D86402BF43D5976854B8B48FCDD1	Shaft 4.99mm x 464mm Carbon Steel	MP2754	Component	
FBF11A2028BB4C9EA7E3CDCAD0DF5031	5	B	DBA5D86402BF43D5976854B8B48FCDD1	Pulley 5mm shaft	MP1868	Component	
FC126A4AB14441F49F921E85D87FCE4A	1	A	DBA5D86402BF43D5976854B8B48FCDD1	Tube Fitting .45in Tube	MP2675	Component	
FCC31BED382D4C82B67CAD3CD1050936	3	B	DBA5D86402BF43D5976854B8B48FCDD1	Fan 24V 40x40x10 1m leads	MP2347	Component	
FCC580D88DC54FB4B9F091254AA8699C	1	A	DBA5D86402BF43D5976854B8B48FCDD1	M3x25 Socket Cap Bolt	MP0370-006	Component	
FDCE5037EA0848FFB80989F9BBD7D987	1	A	DBA5D86402BF43D5976854B8B48FCDD1	Jumper	MP3745	Component	2 pin jumper
FEF7E0680A084E9C9A7D8C42F3F0E6DA	1	B	DBA5D86402BF43D5976854B8B48FCDD1	Stepper Motor Acme Threaded 285mm	MP2313	Component	
FF582F00C8D140D28E19A92C1790BF68	3	C	DBA5D86402BF43D5976854B8B48FCDD1	83 Tooth GT2 Timing Belt	MP2405	Component	
FF5D75695CC648EDB8FB43FF8BCD0103	1	A	DBA5D86402BF43D5976854B8B48FCDD1	M3x35 Socket Cap Bolt	MP0370-008	Component	
